"idno","district","gndr","agea","edu","wkhtot","income","stfdem","stfeco","trstprl","trstprt","trstplt","trstlgl","lrscale"
30631,"Distrikt 7","male",43,"ES-ISCED II",34,"6th decile",5,5,7,4,4,7,4
30632,"Distrikt 7","female",36,"ES-ISCED IV",28,"6th decile",8,7,4,6,2,7,5
30633,"Distrikt 7","male",54,"ES-ISCED I",49,"4th decile",6,6,1,5,4,5,6
30634,"Distrikt 7","male",25,"ES-ISCED III",38,"6th decile",6,7,8,6,6,5,4
30635,"Distrikt 7","female",20,"ES-ISCED III",25,"4th decile",8,7,6,3,5,4,4
30636,"Distrikt 7","male",57,"ES-ISCED I",38,"5th decile",4,6,1,6,7,6,4
30637,"Distrikt 7","male",30,"ES-ISCED III",27,"6th decile",4,3,1,3,5,2,6
30638,"Distrikt 7","male",30,"ES-ISCED III",39,"5th decile",1,4,4,5,5,8,4
30639,"Distrikt 7","male",39,"ES-ISCED III",30,"6th decile",6,3,4,3,4,3,4
30640,"Distrikt 7","male",27,"ES-ISCED III",26,"7th decile",6,6,7,6,6,5,4
30641,"Distrikt 7","female",22,"ES-ISCED III",31,"4th decile",5,7,6,6,5,5,5
30642,"Distrikt 7","male",54,"ES-ISCED I",26,"5th decile",NA,8,5,7,6,7,6
30643,"Distrikt 7","male",23,"ES-ISCED III",35,"6th decile",7,6,3,5,5,5,2
30644,"Distrikt 7","female",36,"ES-ISCED III",25,"5th decile",0,1,1,1,2,3,4
30645,"Distrikt 7","male",19,"ES-ISCED IV",33,"8th decile",4,5,5,3,4,2,3
30646,"Distrikt 7","female",29,"ES-ISCED III",26,"4th decile",2,5,8,5,4,5,0
30647,"Distrikt 7","male",48,"ES-ISCED II",21,"6th decile",6,5,9,5,4,6,5
30648,"Distrikt 7","male",37,"ES-ISCED III",46,"6th decile",6,7,4,5,7,8,5
30649,"Distrikt 7","female",32,"ES-ISCED III",32,"5th decile",4,3,4,5,3,4,2
30650,"Distrikt 7","male",28,"ES-ISCED III",30,"7th decile",3,5,9,7,9,7,7
30651,"Distrikt 7","male",30,"ES-ISCED IV",32,"7th decile",6,6,6,3,4,6,6
30652,"Distrikt 7","female",44,"ES-ISCED II",29,"4th decile",3,6,7,4,7,6,5
30653,"Distrikt 7","female",33,"ES-ISCED III",26,"5th decile",5,8,2,5,5,5,4
30654,"Distrikt 7","male",48,"ES-ISCED II",31,"6th decile",3,5,3,4,6,6,5
30655,"Distrikt 7","male",34,"ES-ISCED II",33,"6th decile",1,2,9,6,7,7,4
30656,"Distrikt 7","male",47,"ES-ISCED II",17,"6th decile",NA,0,2,5,2,8,2
30657,"Distrikt 7","male",30,"ES-ISCED IV",28,"8th decile",2,3,7,4,0,5,5
30658,"Distrikt 7","female",36,"ES-ISCED II",32,"3rd decile",3,4,6,4,4,5,4
30659,"Distrikt 7","male",30,"ES-ISCED II",38,"6th decile",5,4,3,5,6,4,4
30660,"Distrikt 7","female",47,"ES-ISCED III",32,"5th decile",6,5,1,4,5,4,6
30661,"Distrikt 7","female",42,"ES-ISCED IV",42,"6th decile",5,4,6,4,5,5,5
30662,"Distrikt 7","male",44,"ES-ISCED II",20,"7th decile",5,3,4,5,5,4,2
30663,"Distrikt 7","female",47,"ES-ISCED II",36,"3rd decile",0,1,3,7,7,4,6
30664,"Distrikt 7","female",36,"ES-ISCED II",25,"3rd decile",3,4,7,7,3,9,4
30665,"Distrikt 7","male",37,"ES-ISCED II",29,"6th decile",1,3,6,6,4,4,2
30666,"Distrikt 7","male",71,"ES-ISCED II",51,"6th decile",4,2,3,3,4,2,6
30667,"Distrikt 7","female",34,"ES-ISCED IV",27,"6th decile",4,6,0,5,3,4,1
30668,"Distrikt 7","female",75,"ES-ISCED II",34,"4th decile",7,8,3,2,4,7,NA
30669,"Distrikt 7","male",42,"ES-ISCED II",22,"7th decile",9,8,0,5,3,0,4
30670,"Distrikt 7","male",NA,"ES-ISCED III",33,"4th decile",1,3,5,5,6,3,2
30671,"Distrikt 7","female",56,"ES-ISCED I",33,"2nd decile",4,7,4,7,4,7,2
30672,"Distrikt 7","female",44,"ES-ISCED II",27,"3rd decile",5,6,3,3,4,4,5
30673,"Distrikt 7","female",29,"ES-ISCED III",34,"6th decile",5,6,7,7,5,4,5
30674,"Distrikt 7","male",62,"ES-ISCED I",32,"5th decile",5,5,NA,7,5,8,3
30675,"Distrikt 7","female",23,"ES-ISCED III",17,"6th decile",7,7,3,6,5,5,4
30676,"Distrikt 7","male",39,"ES-ISCED III",39,"7th decile",8,7,4,4,3,6,2
30677,"Distrikt 7","male",22,"ES-ISCED IV",28,"7th decile",5,6,6,1,2,6,1
30678,"Distrikt 7","male",47,"ES-ISCED II",32,"6th decile",4,3,6,6,9,5,3
30679,"Distrikt 7","male",48,"ES-ISCED II",37,"5th decile",4,5,3,6,4,6,6
30680,"Distrikt 7","male",54,"ES-ISCED III",40,"7th decile",2,4,4,6,7,4,6
30681,"Distrikt 7","female",31,"ES-ISCED III",23,"4th decile",1,2,5,7,6,7,4
30682,"Distrikt 7","male",36,"ES-ISCED III",42,"6th decile",7,7,5,4,7,3,5
30683,"Distrikt 7","female",31,"ES-ISCED III",27,"5th decile",8,5,5,6,7,0,6
30684,"Distrikt 7","female",28,"ES-ISCED V",24,"8th decile",7,5,2,6,5,4,7
30685,"Distrikt 7","female",32,"ES-ISCED IV",34,"6th decile",3,5,4,4,1,4,8
30686,"Distrikt 7","female",47,"ES-ISCED II",34,"3rd decile",0,2,1,5,4,6,5
30687,"Distrikt 7","male",40,"ES-ISCED II",41,"6th decile",3,3,5,6,7,4,5
30688,"Distrikt 7","female",35,"ES-ISCED IV",39,"5th decile",9,6,3,3,3,4,6
30689,"Distrikt 7","male",36,"ES-ISCED III",34,"8th decile",7,7,6,1,2,4,5
30690,"Distrikt 7","male",43,"ES-ISCED II",26,"6th decile",5,7,2,4,4,5,9
30691,"Distrikt 7","male",31,"ES-ISCED III",23,"6th decile",6,6,NA,1,6,3,3
30692,"Distrikt 7","male",48,"ES-ISCED I",47,"3rd decile",10,8,6,7,5,6,5
30693,"Distrikt 7","female",23,"ES-ISCED IV",40,"4th decile",7,5,3,4,5,4,6
30694,"Distrikt 7","female",73,"ES-ISCED II",38,"5th decile",8,2,9,6,5,6,10
30695,"Distrikt 7","male",39,"ES-ISCED III",46,"7th decile",6,3,6,7,7,7,2
30696,"Distrikt 7","male",40,"ES-ISCED II",40,"4th decile",1,3,6,6,2,5,5
30697,"Distrikt 7","female",68,"ES-ISCED III",32,"6th decile",7,4,0,2,3,2,8
30698,"Distrikt 7","female",24,"ES-ISCED IV",17,"5th decile",5,6,6,8,1,9,7
30699,"Distrikt 7","male",49,"ES-ISCED I",20,"5th decile",6,6,6,4,4,5,5
30700,"Distrikt 7","female",39,"ES-ISCED III",28,"4th decile",4,5,4,6,5,6,8
30701,"Distrikt 7","female",37,"ES-ISCED III",28,"5th decile",7,4,6,5,4,2,4
30702,"Distrikt 7","male",37,"ES-ISCED II",38,"6th decile",1,2,7,4,4,4,1
30703,"Distrikt 7","female",57,"ES-ISCED III",32,"5th decile",5,4,4,6,7,6,5
30704,"Distrikt 7","male",40,"ES-ISCED IV",29,"9th decile",7,6,2,3,2,4,5
30705,"Distrikt 7","male",40,"ES-ISCED III",29,"7th decile",5,4,3,2,2,6,6
30706,"Distrikt 7","male",44,"ES-ISCED II",49,"6th decile",2,4,3,4,4,4,5
30707,"Distrikt 7","male",55,"ES-ISCED III",48,"7th decile",4,4,2,3,5,3,6
30708,"Distrikt 7","female",37,"ES-ISCED IV",39,"5th decile",2,4,5,7,4,6,7
30709,"Distrikt 7","female",31,"ES-ISCED III",39,"4th decile",5,4,5,6,4,4,0
30710,"Distrikt 7","male",45,"ES-ISCED III",33,"7th decile",8,5,4,3,3,6,9
30711,"Distrikt 7","male",38,"ES-ISCED II",46,"5th decile",9,7,5,4,6,6,5
30712,"Distrikt 7","male",22,"ES-ISCED III",31,"7th decile",5,5,2,5,5,2,4
30713,"Distrikt 7","male",23,"ES-ISCED IV",34,"9th decile",6,6,4,4,5,5,3
30714,"Distrikt 7","female",53,"ES-ISCED III",28,"4th decile",9,7,2,7,4,6,6
30715,"Distrikt 7","male",29,"ES-ISCED III",29,"7th decile",0,0,5,5,6,9,4
30716,"Distrikt 7","male",51,"ES-ISCED II",36,"6th decile",4,3,2,5,5,3,3
30717,"Distrikt 7","male",32,"ES-ISCED II",33,"5th decile",5,6,3,4,5,6,6
30718,"Distrikt 7","female",44,"ES-ISCED III",27,"5th decile",3,4,4,5,4,0,3
30719,"Distrikt 7","female",38,"ES-ISCED III",36,"5th decile",3,5,0,3,2,6,6
30720,"Distrikt 7","male",42,"ES-ISCED IV",17,"8th decile",4,4,3,4,3,4,7
30721,"Distrikt 7","male",54,"ES-ISCED II",38,"6th decile",0,2,4,4,3,5,6
30722,"Distrikt 7","male",27,"ES-ISCED II",28,"4th decile",2,3,7,5,6,7,6
30723,"Distrikt 7","female",45,"ES-ISCED II",34,"4th decile",4,4,7,8,6,7,3
30724,"Distrikt 7","female",33,"ES-ISCED II",30,"4th decile",5,5,6,7,6,7,4
30725,"Distrikt 7","female",44,"ES-ISCED II",43,"3rd decile",1,5,4,5,1,3,7
30726,"Distrikt 7","female",51,"ES-ISCED II",43,"3rd decile",5,5,5,8,6,7,4
30727,"Distrikt 7","female",74,NA,38,"1st decile",2,3,3,2,3,3,4
30728,"Distrikt 7","male",61,"ES-ISCED I",27,"4th decile",4,4,7,10,9,5,5
30729,"Distrikt 7","female",56,"ES-ISCED II",36,"4th decile",2,4,5,5,5,5,5
30730,"Distrikt 7","female",67,"ES-ISCED I",35,"4th decile",7,6,6,8,8,5,4
30731,"Distrikt 7","male",57,"ES-ISCED III",34,"8th decile",5,9,3,7,4,2,7
30732,"Distrikt 7","female",32,"ES-ISCED IV",26,"6th decile",6,3,4,5,5,5,3
30733,"Distrikt 7","male",50,"ES-ISCED I",41,"4th decile",2,2,6,7,8,4,5
30734,"Distrikt 7","male",29,"ES-ISCED III",41,"5th decile",7,6,6,7,8,6,1
30735,"Distrikt 7","male",51,"ES-ISCED II",40,"6th decile",5,4,6,6,6,4,4
30736,"Distrikt 7","female",46,"ES-ISCED IV",34,"5th decile",3,2,7,8,8,3,7
30737,"Distrikt 7","female",41,"ES-ISCED III",33,"5th decile",4,6,5,5,7,4,9
30738,"Distrikt 7","male",59,"ES-ISCED I",36,"4th decile",5,3,0,5,4,4,6
30739,"Distrikt 7","male",33,"ES-ISCED II",32,"6th decile",7,7,3,3,5,3,7
30740,"Distrikt 7","female",59,"ES-ISCED II",38,"4th decile",4,5,1,2,3,4,2
30741,"Distrikt 7","female",38,"ES-ISCED III",26,"5th decile",8,6,7,7,6,3,6
30742,"Distrikt 7","male",41,"ES-ISCED II",42,"6th decile",7,6,7,5,5,8,7
30743,"Distrikt 7","female",55,"ES-ISCED I",11,"4th decile",1,1,6,4,3,7,4
30744,"Distrikt 7","female",48,"ES-ISCED II",29,"4th decile",5,7,1,6,5,2,3
30745,"Distrikt 7","female",41,"ES-ISCED III",33,"4th decile",6,5,0,4,5,4,3
30746,"Distrikt 7","female",54,"ES-ISCED II",38,"4th decile",5,7,4,3,3,7,3
30747,"Distrikt 7","male",48,"ES-ISCED I",48,"3rd decile",0,1,6,9,6,4,5
30748,"Distrikt 7","female",43,"ES-ISCED II",34,"3rd decile",5,5,5,6,2,3,3
30749,"Distrikt 7","female",39,"ES-ISCED II",36,"2nd decile",6,4,2,3,3,5,4
30750,"Distrikt 7","female",46,"ES-ISCED III",39,"4th decile",5,7,1,5,3,6,6
30751,"Distrikt 7","male",36,"ES-ISCED III",32,"7th decile",7,5,1,3,NA,5,6
30752,"Distrikt 7","male",45,"ES-ISCED II",29,"5th decile",5,4,5,3,5,5,9
30753,"Distrikt 7","female",46,"ES-ISCED III",37,"5th decile",7,7,2,4,5,2,5
30754,"Distrikt 7","male",52,"ES-ISCED II",31,"8th decile",7,5,0,0,4,0,3
30755,"Distrikt 7","female",55,"ES-ISCED III",44,"4th decile",4,5,5,4,4,5,9
30756,"Distrikt 7","female",43,"ES-ISCED III",25,"6th decile",7,7,4,3,5,4,5
30757,"Distrikt 7","male",36,"ES-ISCED II",33,"6th decile",5,7,5,5,6,3,4
30758,"Distrikt 7","female",48,"ES-ISCED III",31,"4th decile",7,6,NA,5,2,6,3
30759,"Distrikt 7","female",57,"ES-ISCED II",33,"4th decile",6,7,7,4,2,4,4
30760,"Distrikt 7","male",37,"ES-ISCED I",30,"4th decile",6,7,7,5,5,6,6
30761,"Distrikt 7","female",34,"ES-ISCED I",37,"3rd decile",4,3,6,6,5,2,2
30762,"Distrikt 7","male",21,"ES-ISCED III",48,"6th decile",3,6,4,4,1,4,5
30763,"Distrikt 7","male",47,"ES-ISCED II",31,"6th decile",8,5,1,3,10,2,1
30764,"Distrikt 7","female",48,"ES-ISCED II",40,"4th decile",6,6,5,8,7,9,5
30765,"Distrikt 7","female",55,"ES-ISCED II",12,"5th decile",2,1,1,4,4,6,6
30766,"Distrikt 7","male",31,"ES-ISCED II",29,"6th decile",8,7,3,3,4,3,4
30767,"Distrikt 7","male",29,"ES-ISCED II",30,"5th decile",3,5,0,1,3,3,4
30768,"Distrikt 7","female",25,"ES-ISCED III",40,"5th decile",10,8,8,7,4,4,5
30769,"Distrikt 7","female",45,"ES-ISCED II",43,"2nd decile",3,4,6,9,7,5,7
30770,"Distrikt 7","female",35,"ES-ISCED III",35,"4th decile",1,3,1,1,4,4,4
30771,"Distrikt 7","female",37,"ES-ISCED II",37,"4th decile",3,3,4,8,3,9,3
30772,"Distrikt 7","female",30,"ES-ISCED IV",21,"6th decile",6,5,1,1,3,4,3
30773,"Distrikt 7","female",47,"ES-ISCED II",21,"3rd decile",1,2,3,5,7,8,5
30774,"Distrikt 7","female",56,"ES-ISCED III",44,"6th decile",3,4,1,2,4,4,8
30775,"Distrikt 7","male",46,NA,23,"3rd decile",5,6,7,5,5,9,5
30776,"Distrikt 7","female",46,"ES-ISCED III",54,"4th decile",6,4,3,2,4,8,3
30777,"Distrikt 7","male",34,"ES-ISCED II",25,"6th decile",8,6,5,8,6,4,8
30778,"Distrikt 7","female",NA,"ES-ISCED IV",34,"6th decile",7,5,10,5,4,6,2
30779,"Distrikt 7","female",42,"ES-ISCED III",22,"6th decile",5,5,4,5,5,5,5
30780,"Distrikt 7","female",24,"ES-ISCED III",42,"3rd decile",7,6,3,3,6,4,3
30781,"Distrikt 7","male",43,"ES-ISCED III",33,"7th decile",2,1,1,5,3,4,4
30782,"Distrikt 7","male",44,"ES-ISCED III",42,"7th decile",7,7,2,1,4,1,3
30783,"Distrikt 7","female",56,"ES-ISCED I",46,"2nd decile",1,2,6,6,6,6,7
30784,"Distrikt 7","female",52,"ES-ISCED II",33,"4th decile",4,4,4,7,7,5,6
30785,"Distrikt 7","male",26,"ES-ISCED III",48,"6th decile",6,8,4,4,7,5,5
30786,"Distrikt 7","female",48,"ES-ISCED I",49,"3rd decile",6,6,3,2,2,1,4
30787,"Distrikt 7","female",46,"ES-ISCED II",27,"4th decile",1,3,3,4,5,5,2
30788,"Distrikt 7","female",25,"ES-ISCED III",22,"5th decile",4,7,0,3,6,0,4
30789,"Distrikt 7","male",22,"ES-ISCED IV",43,"7th decile",6,7,4,5,5,7,3
30790,"Distrikt 7","male",39,"ES-ISCED III",39,"6th decile",7,5,5,7,8,4,6
30791,"Distrikt 7","male",45,"ES-ISCED II",23,"5th decile",2,1,4,4,3,5,6
30792,"Distrikt 7","male",45,"ES-ISCED III",38,"8th decile",4,7,2,4,10,3,2
30793,"Distrikt 7","female",58,"ES-ISCED I",15,"4th decile",4,3,3,4,6,6,6
30794,"Distrikt 7","male",34,"ES-ISCED II",28,"5th decile",8,5,3,4,3,6,1
30795,"Distrikt 7","female",34,"ES-ISCED III",42,"4th decile",5,3,4,4,4,4,2
30796,"Distrikt 7","female",48,"ES-ISCED I",47,"2nd decile",3,5,3,4,7,3,3
30797,"Distrikt 7","male",55,"ES-ISCED II",44,"5th decile",5,6,4,2,4,3,5
30798,"Distrikt 7","male",49,"ES-ISCED II",29,"5th decile",7,6,3,7,5,4,2
30799,"Distrikt 7","female",33,"ES-ISCED IV",33,"5th decile",2,4,5,7,7,6,5
30800,"Distrikt 7","female",55,"ES-ISCED III",39,"6th decile",4,5,3,5,6,7,3
30801,"Distrikt 7","female",48,"ES-ISCED III",27,"4th decile",8,8,5,8,4,5,5
30802,"Distrikt 7","male",60,"ES-ISCED II",32,"7th decile",6,4,5,4,4,4,5
30803,"Distrikt 7","female",44,"ES-ISCED II",29,"4th decile",7,6,7,6,10,5,4
30804,"Distrikt 7","male",37,"ES-ISCED I",24,"4th decile",NA,2,3,3,5,6,6
30805,"Distrikt 7","male",33,"ES-ISCED II",33,"5th decile",2,1,3,4,5,4,2
30806,"Distrikt 7","female",40,"ES-ISCED III",53,"5th decile",7,7,6,5,5,3,7
30807,"Distrikt 7","female",30,"ES-ISCED III",29,"4th decile",2,3,3,4,5,7,5
30808,"Distrikt 7","male",26,"ES-ISCED II",28,"5th decile",2,4,5,6,4,4,2
30809,"Distrikt 7","male",50,"ES-ISCED III",43,"7th decile",9,5,5,7,4,5,5
30810,"Distrikt 7","male",59,"ES-ISCED II",21,"7th decile",4,5,6,7,4,8,5
30811,"Distrikt 7","female",34,"ES-ISCED III",39,"5th decile",5,2,6,3,7,4,3
30812,"Distrikt 7","female",44,"ES-ISCED IV",45,"5th decile",10,7,1,5,4,3,7
30813,"Distrikt 7","male",25,"ES-ISCED III",57,"6th decile",7,5,3,5,3,0,2
30814,"Distrikt 7","male",52,"ES-ISCED I",47,"4th decile",9,7,3,5,6,6,7
30815,"Distrikt 7","male",37,"ES-ISCED II",36,"6th decile",5,5,9,6,5,5,3
30816,"Distrikt 7","female",46,"ES-ISCED III",34,"5th decile",3,3,4,3,4,4,6
30817,"Distrikt 7","male",40,"ES-ISCED III",45,"6th decile",4,4,2,6,4,4,6
30818,"Distrikt 7","female",43,"ES-ISCED II",34,"3rd decile",0,1,5,5,6,6,4
30819,"Distrikt 7","male",41,"ES-ISCED II",27,"5th decile",4,5,2,4,0,3,6
30820,"Distrikt 7","female",35,"ES-ISCED II",57,"1st decile",0,3,3,4,2,2,1
30821,"Distrikt 7","female",39,"ES-ISCED IV",44,"4th decile",5,5,3,4,4,4,6
30822,"Distrikt 7","female",56,"ES-ISCED I",46,"3rd decile",1,3,6,7,6,6,6
30823,"Distrikt 7","male",37,"ES-ISCED II",35,"5th decile",3,5,6,6,5,7,6
30824,"Distrikt 7","female",55,"ES-ISCED III",29,"5th decile",6,4,3,4,4,5,5
30825,"Distrikt 7","male",55,"ES-ISCED I",42,"5th decile",5,6,6,7,5,6,7
30826,"Distrikt 7","female",35,"ES-ISCED IV",29,"6th decile",8,6,7,4,3,4,4
30827,"Distrikt 7","male",22,"ES-ISCED IV",38,"7th decile",3,3,3,6,6,1,6
30828,"Distrikt 7","female",62,"ES-ISCED I",30,"2nd decile",4,3,2,4,1,1,6
30829,"Distrikt 7","female",29,"ES-ISCED III",25,"4th decile",4,4,3,2,1,6,2
30830,"Distrikt 7","male",47,"ES-ISCED II",18,"8th decile",1,2,4,4,4,2,3
30831,"Distrikt 7","male",48,"ES-ISCED I",42,"5th decile",2,6,4,3,6,7,2
30832,"Distrikt 7","male",34,"ES-ISCED III",37,"6th decile",6,6,3,7,5,5,5
30833,"Distrikt 7","female",32,"ES-ISCED II",16,"3rd decile",3,1,1,3,0,3,1
30834,"Distrikt 7","male",33,"ES-ISCED III",34,"6th decile",2,3,3,4,4,6,6
30835,"Distrikt 7","male",48,"ES-ISCED II",29,"6th decile",5,4,5,3,4,6,3
30836,"Distrikt 7","male",52,"ES-ISCED I",23,"5th decile",1,5,2,2,2,5,4
30837,"Distrikt 7","male",55,NA,23,"3rd decile",3,3,4,4,5,6,6
30838,"Distrikt 7","male",63,"ES-ISCED II",42,"5th decile",4,4,6,2,2,6,7
30839,"Distrikt 7","male",34,"ES-ISCED II",36,"6th decile",4,5,4,3,3,5,6
30840,"Distrikt 7","female",38,"ES-ISCED III",46,"4th decile",3,4,4,4,5,3,4
30841,"Distrikt 7","male",35,"ES-ISCED III",28,"6th decile",6,7,0,2,3,6,5
30842,"Distrikt 7","female",34,"ES-ISCED IV",39,"5th decile",3,4,3,7,3,6,2
30843,"Distrikt 7","female",67,"ES-ISCED II",35,"5th decile",7,6,5,7,9,6,6
30844,"Distrikt 7","female",36,"ES-ISCED III",22,"7th decile",4,6,0,5,0,5,2
30845,"Distrikt 7","male",59,"ES-ISCED II",33,"6th decile",2,3,6,7,4,7,3
30846,"Distrikt 7","female",28,"ES-ISCED III",22,"3rd decile",5,5,2,6,8,6,4
30847,"Distrikt 7","female",68,"ES-ISCED II",46,"3rd decile",6,7,1,3,4,5,4
30848,"Distrikt 7","female",18,"ES-ISCED III",25,"4th decile",8,7,3,2,3,4,6
30849,"Distrikt 7","female",65,"ES-ISCED II",39,"3rd decile",3,2,5,4,4,3,5
30850,"Distrikt 7","male",35,"ES-ISCED I",37,"3rd decile",1,2,7,5,9,5,5
30851,"Distrikt 7","male",53,"ES-ISCED I",27,"5th decile",1,3,4,5,4,5,5
30852,"Distrikt 7","female",32,"ES-ISCED IV",52,"5th decile",2,2,5,3,NA,6,3
30853,"Distrikt 7","male",37,"ES-ISCED III",25,"6th decile",6,6,3,5,7,3,3
30854,"Distrikt 7","female",46,"ES-ISCED III",39,"4th decile",5,4,4,7,5,4,4
30855,"Distrikt 7","female",32,"ES-ISCED II",35,"1st decile",1,1,6,5,5,5,7
30856,"Distrikt 7","male",51,"ES-ISCED III",26,"8th decile",6,9,3,2,1,3,9
30857,"Distrikt 7","male",22,"ES-ISCED III",39,"6th decile",5,5,2,3,3,7,6
30858,"Distrikt 7","male",50,"ES-ISCED I",49,"4th decile",2,3,0,3,5,3,5
30859,"Distrikt 7","male",38,"ES-ISCED II",25,"6th decile",6,6,7,9,7,9,6
30860,"Distrikt 7","female",33,"ES-ISCED III",35,"4th decile",7,7,5,5,2,4,2
30861,"Distrikt 7","female",42,"ES-ISCED I",39,"3rd decile",6,5,8,8,7,5,6
30862,"Distrikt 7","male",32,"ES-ISCED IV",47,"7th decile",6,6,0,1,0,3,5
30863,"Distrikt 7","male",62,"ES-ISCED I",25,"6th decile",7,9,3,5,8,2,7
30864,"Distrikt 7","female",42,"ES-ISCED I",22,"3rd decile",3,4,1,0,4,0,3
30865,"Distrikt 7","female",60,"ES-ISCED I",50,"2nd decile",8,8,4,4,5,4,4
30866,"Distrikt 7","female",31,"ES-ISCED III",30,"5th decile",5,5,7,4,3,9,6
30867,"Distrikt 7","male",NA,"ES-ISCED IV",31,"7th decile",10,7,9,NA,7,8,4
30868,"Distrikt 7","male",37,"ES-ISCED III",42,"6th decile",3,3,3,2,5,2,3
30869,"Distrikt 7","male",46,"ES-ISCED II",37,"7th decile",4,4,1,3,1,6,2
30870,"Distrikt 7","female",52,"ES-ISCED II",36,"3rd decile",5,5,5,7,4,7,1
30871,"Distrikt 7","male",32,"ES-ISCED II",50,"5th decile",6,6,4,5,5,6,8
30872,"Distrikt 7","male",35,"ES-ISCED II",21,"6th decile",3,4,9,6,6,8,4
30873,"Distrikt 7","male",48,"ES-ISCED II",48,"5th decile",6,6,3,4,4,6,5
30874,"Distrikt 7","female",48,"ES-ISCED III",47,"4th decile",9,10,6,6,7,6,6
30875,"Distrikt 7","male",21,"ES-ISCED IV",27,"8th decile",2,1,4,6,7,4,3
30876,"Distrikt 7","female",27,"ES-ISCED III",39,"3rd decile",5,6,5,4,6,4,4
30877,"Distrikt 7","female",25,"ES-ISCED IV",28,"5th decile",8,4,9,5,9,1,3
30878,"Distrikt 7","female",32,"ES-ISCED II",24,"4th decile",6,5,4,5,2,8,6
30879,"Distrikt 7","male",41,"ES-ISCED II",40,"6th decile",1,4,4,4,3,3,3
30880,"Distrikt 7","female",29,"ES-ISCED III",42,"4th decile",3,4,8,8,3,9,2
30881,"Distrikt 7","female",28,"ES-ISCED III",31,"5th decile",5,5,5,5,3,6,3
30882,"Distrikt 7","female",45,"ES-ISCED III",44,"4th decile",5,4,3,5,6,5,5
30883,"Distrikt 7","male",37,"ES-ISCED IV",26,"9th decile",7,7,3,7,4,7,4
30884,"Distrikt 7","male",33,"ES-ISCED V",14,"10th decile",5,6,2,3,3,4,4
30885,"Distrikt 7","male",29,"ES-ISCED III",38,"7th decile",4,6,0,3,2,7,2
30886,"Distrikt 7","female",36,"ES-ISCED III",17,"4th decile",1,2,5,7,4,8,5
30887,"Distrikt 7","female",35,"ES-ISCED IV",41,"5th decile",5,5,4,4,5,2,7
30888,"Distrikt 7","male",44,"ES-ISCED I",43,"5th decile",3,4,7,10,6,6,3
30889,"Distrikt 7","female",44,"ES-ISCED II",45,"3rd decile",5,6,10,10,8,7,5
30890,"Distrikt 7","female",60,"ES-ISCED II",40,"3rd decile",9,5,5,7,5,5,8
30891,"Distrikt 7","female",36,"ES-ISCED II",33,"3rd decile",1,2,1,4,4,5,6
30892,"Distrikt 7","male",55,"ES-ISCED II",26,"6th decile",4,3,4,5,3,7,5
30893,"Distrikt 7","female",26,"ES-ISCED II",37,"1st decile",5,5,8,5,8,6,1
30894,"Distrikt 7","male",47,"ES-ISCED III",38,"7th decile",5,3,5,3,5,5,6
30895,"Distrikt 7","male",37,"ES-ISCED III",22,"8th decile",4,3,9,6,6,5,4
30896,"Distrikt 7","female",47,"ES-ISCED II",34,"4th decile",8,7,6,4,7,3,4
30897,"Distrikt 7","male",37,"ES-ISCED III",27,"8th decile",2,3,2,5,3,3,5
30898,"Distrikt 7","female",56,"ES-ISCED II",27,"4th decile",6,2,8,6,6,6,5
30899,"Distrikt 7","male",51,"ES-ISCED II",26,"8th decile",6,6,5,6,6,5,2
30900,"Distrikt 7","female",45,"ES-ISCED II",27,"4th decile",5,5,6,6,5,3,6
30901,"Distrikt 7","female",46,"ES-ISCED III",33,"5th decile",0,0,8,5,6,5,5
30902,"Distrikt 7","female",49,"ES-ISCED III",43,"3rd decile",3,4,3,NA,3,1,6
30903,"Distrikt 7","female",36,"ES-ISCED III",44,"4th decile",5,4,9,10,7,5,3
30904,"Distrikt 7","female",31,"ES-ISCED IV",35,"5th decile",8,5,3,1,4,5,7
30905,"Distrikt 7","male",58,"ES-ISCED I",36,"4th decile",0,3,1,6,5,5,5
30906,"Distrikt 7","male",52,"ES-ISCED II",39,"5th decile",4,3,5,3,5,2,4
30907,"Distrikt 7","male",55,"ES-ISCED II",41,"5th decile",4,3,4,2,4,7,6
30908,"Distrikt 7","female",44,"ES-ISCED II",23,"4th decile",2,2,3,4,5,1,6
30909,"Distrikt 7","male",48,"ES-ISCED IV",34,"7th decile",3,2,3,5,3,5,5
30910,"Distrikt 7","female",42,"ES-ISCED III",41,"5th decile",7,3,5,1,1,4,5
30911,"Distrikt 7","female",48,"ES-ISCED II",34,"2nd decile",4,5,4,7,10,3,4
30912,"Distrikt 7","female",38,"ES-ISCED II",38,"5th decile",1,2,7,6,4,3,2
30913,"Distrikt 7","male",38,"ES-ISCED II",38,"6th decile",7,7,4,4,6,1,4
30914,"Distrikt 7","male",64,"ES-ISCED II",34,"7th decile",8,5,2,4,5,2,7
30915,"Distrikt 7","male",45,"ES-ISCED III",31,"7th decile",7,6,0,2,1,5,3
30916,"Distrikt 7","female",44,"ES-ISCED IV",35,"6th decile",4,4,6,4,4,6,3
30917,"Distrikt 7","male",38,"ES-ISCED II",29,"6th decile",5,5,4,3,7,2,3
30918,"Distrikt 7","male",41,"ES-ISCED III",27,"7th decile",6,5,5,3,5,5,4
